Name,Total level rank,Total level,Total level xp,Attack rank,Attack level,Attack xp,Defence rank,Defence level,Defence xp,Strength rank,Strength level,Strength xp,Hitpoints rank,Hitpoints level,Hitpoints xp,Ranged rank,Ranged level,Ranged xp,Prayer rank,Prayer level,Prayer xp,Magic rank,Magic level,Magic xp,Cooking rank,Cooking level,Cooking xp,Woodcutting rank,Woodcutting level,Woodcutting xp,Fletching rank,Fletching level,Fletching xp,Fishing rank,Fishing level,Fishing xp,Firemaking rank,Firemaking level,Firemaking xp,Crafting rank,Crafting level,Crafting xp,Smithing rank,Smithing level,Smithing xp,Mining rank,Mining level,Mining xp,Herblore rank,Herblore level,Herblore xp,Agility rank,Agility level,Agility xp,Thieving rank,Thieving level,Thieving xp,Slayer rank,Slayer level,Slayer xp,Farming rank,Farming level,Farming xp,Runecraft rank,Runecraft level,Runecraft xp,Hunter rank,Hunter level,Hunter xp,Construction rank,Construction level,Construction xp,League points rank,League points,BH Hunter rank,BH Hunter points,BH Rogue rank,BH Rogue points,All clues rank,All clues KC,Beginner clues rank,Beginner clues KC,Easy clues rank,Easy clues KC,Medium clues rank,Medium clues KC,Hard clues rank,Hard clues KC,Elite clues rank,Elite clues KC,Master clues rank,Master clues KC,LMS rank,LMS points,SW Zeal rank,SW points,Abyssal Sire rank,Abyssal Sire KC,Alchemical Hydra rank,Alchemical Hydra KC,Barrows Chests rank,Barrows Chests KC,Bryophyta rank,Bryophyta KC,Callisto rank,Callisto KC,Cerberus rank,Cerberus KC,Chambers of Xeric rank,Chambers of Xeric KC,Chambers of Xeric: Challenge Mode rank,Chambers of Xeric: Challenge Mode KC,Chaos Elemental rank,Chaos Elemental KC,Chaos Fanatic rank,Chaos Fanatic KC,Commander Zilyana rank,Commander Zilyana KC,Corporeal Beast rank,Corporeal Beast KC,Crazy Archaelogist rank,Crazy Archaelogist KC,Dagannoth Prime rank,Dagannoth Prime KC,Dagannoth Rex rank,Dagannoth Rex KC,Dagannoth Supreme rank,Dagannoth Supreme KC,Deranged Archaelogist rank,Deranged Archaelogist KC,General Graardor rank,General Graardor KC,Giant Mole rank,Giant Mole KC,Grotesque Guardians rank,Grotesque Guardians KC,Hespori rank,Hespori KC,Kalphite Queen rank,Kalphite Queen KC,King Black Dragon rank,King Black Dragon KC,Kraken rank,Kraken KC,Kree'Arra rank,Kree'Arra KC,K'ril Tsutsaroth rank,K'ril Tsutsaroth KC,Mimic rank,Mimic KC,Nightmare rank,Nightmare KC,Obor rank,Obor KC,Sarachnis rank,Sarachnis KC,Scorpia rank,Scorpia KC,Skotizo rank,Skotizo KC,The Gauntlet rank,The Gauntlet KC,The Corrupted Gauntlet rank,The Corrupted Gauntlet KC,Theatre of Blood rank,Theatre of Blood KC,Thermonuclear Smoke Devil rank,Thermonuclear Smoke Devil KC,TzKal-Zuk rank,TzKal-Zuk KC,TzTok-Jad rank,TzTok-Jad KC,Venenatis rank,Venenatis KC,Vet'ion rank,Vet'ion KC,Vorkath rank,Vorkath KC,Wintertodt rank,Wintertodt KC,Zalcano rank,Zalcano KC,Zulrah rank,Zulrah KC
Bob%20Ross%20Zen,4910,2277,551365371,9299,99,41416559,5818,99,41391872,6477,99,57100507,9166,99,61861832,16568,99,24438371,1306,99,16357047,8708,99,25279376,12645,99,25031539,24773,99,13446509,4686,99,14193155,19126,99,13578646,12046,99,13049924,8829,99,13150091,6341,99,13059692,16056,99,13038349,7874,99,13037954,2821,99,18207194,12547,99,13156974,4038,99,42539312,4221,99,25063291,3535,99,13043785,1932,99,26758060,3442,99,13165332,4011,50470,-1,-1,-1,-1,4426,120,12231,16,3761,35,2702,38,4686,26,7075,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17550,85,-1,-1,-1,-1,31353,67,-1,-1,-1,-1,-1,-1,-1,-1,13682,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15678,250,179,754,-1,-1,-1,-1,-1,-1,-1,-1,1343,1328,2312,303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Rick Gotti,3615,2277,672473311,2328,99,80660721,6651,99,39128618,7573,99,51780765,4257,99,90493645,14830,99,26067351,2227,99,14033986,3959,99,35239956,7131,99,26144779,16454,99,16006853,557,99,25737890,8654,99,25000535,9734,99,13090724,1512,99,20725726,1837,99,15028061,13900,99,13099579,3047,99,13463375,3035,99,17059193,2685,99,25000643,3379,99,45904364,4793,99,23040379,5459,99,13038619,1037,99,29027344,1369,99,13700205,4012,50470,-1,-1,-1,-1,3913,133,3825,41,4534,29,3491,33,6568,21,3518,9,-1,-1,-1,-1,-1,-1,2222,250,-1,-1,5400,152,1027,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,968,122,645,161,811,138,-1,-1,-1,-1,-1,-1,3043,100,-1,-1,-1,-1,-1,-1,6991,750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3471,278,-1,-1,-1,-1,-1,-1,-1,-1,2527,115,-1,-1,-1,-1,-1,-1
BajanTank,3619,2277,672106212,2943,99,72792220,1508,99,70363054,4287,99,72467821,5029,99,84192649,16244,99,25002719,1403,99,15882996,9743,99,25002943,5975,99,27195116,25871,99,13322318,3356,99,25000027,24996,99,13127029,9721,99,13090941,4118,99,13821134,7079,99,13044613,8429,99,14683782,4230,99,13231536,4142,99,14483612,2805,99,25000209,2110,99,54070534,8923,99,14349220,4541,99,13040505,2445,99,25900698,8464,99,13040536,4013,50470,-1,-1,-1,-1,9244,63,40059,6,8667,13,45751,2,2672,36,6105,6,-1,-1,-1,-1,-1,-1,6704,100,-1,-1,22005,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6749,257,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1439,553,8007,132,-1,-1,-1,-1,-1,-1,-1,-1,15448,283,9852,101,3759,338,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1696,396,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Blacks%20only,5042,2277,537990052,3551,99,66828088,7388,99,37541742,5057,99,66038221,7350,99,69640848,16982,99,23473432,5030,99,13111149,13404,99,17665817,28792,99,14071889,12772,99,18925105,4039,99,15389904,29159,99,13048636,16255,99,13035814,3560,99,14064936,6177,99,13066234,7635,99,15247814,4239,99,13230148,5674,99,13336174,13371,99,13105380,7607,99,31493152,8684,99,14450107,6834,99,13035429,9326,99,14612641,1639,99,13577392,4014,50470,-1,-1,-1,-1,10766,55,61260,4,19367,6,5607,21,9230,17,4850,7,-1,-1,-1,-1,-1,-1,4020,145,-1,-1,27778,54,-1,-1,-1,-1,16071,160,-1,-1,-1,-1,-1,-1,-1,-1,9177,214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14612,254,9164,103,4070,78,-1,-1,-1,-1,-1,-1,5441,761,2518,292,11888,162,-1,-1,5054,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2869,51,8921,150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SxyPixelWife,4248,2277,614606347,5299,99,55498996,3523,99,50988481,6696,99,55960633,7973,99,66576906,14039,99,27324187,2068,99,14234014,13173,99,17950258,6056,99,27100361,7323,99,25121234,1575,99,25120988,12186,99,16529919,8576,99,13145362,3662,99,14016234,6303,99,13060889,10533,99,13719525,6105,99,13083572,1335,99,26781716,14144,99,13065145,3722,99,44057484,3994,99,25110566,1448,99,13145939,825,99,29928614,5557,99,13085324,4015,50470,-1,-1,-1,-1,7170,79,4142,39,8093,14,12245,8,10848,15,13568,3,-1,-1,-1,-1,-1,-1,6586,100,-1,-1,11667,110,-1,-1,-1,-1,4009,377,-1,-1,-1,-1,-1,-1,-1,-1,13763,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3579,500,9081,104,2275,101,-1,-1,-1,-1,-1,-1,5860,752,2827,277,15017,132,-1,-1,-1,-1,3104,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3059,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
K71,4240,2277,615084160,37907,99,17068003,36463,99,16541259,38549,99,16482585,11897,99,53554019,4207,99,80108440,5103,99,13106359,5243,99,30811064,450,99,72094163,975,99,40827417,2756,99,25006537,7868,99,25003884,3382,99,25001269,5490,99,13481960,1354,99,17380794,939,99,28137850,6141,99,13081651,5127,99,13641234,12697,99,13146701,8568,99,29762919,5332,99,19307276,4686,99,13040222,4810,99,25011766,1911,99,13486788,4016,50470,-1,-1,-1,-1,19388,32,90655,2,82709,1,44979,2,8637,17,2988,10,-1,-1,-1,-1,-1,-1,7713,70,-1,-1,-1,-1,-1,-1,-1,-1,26883,100,-1,-1,-1,-1,-1,-1,-1,-1,12398,166,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21534,199,4225,270,-1,-1,-1,-1,-1,-1,-1,-1,352,1840,693,500,16881,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22846,50,-1,-1,-1,-1,-1,-1,-1,-1,2732,102,-1,-1,-1,-1,-1,-1
MantasA,3314,2277,697853343,2668,99,76038736,1130,99,78391805,3346,99,82959545,4241,99,90649081,15052,99,25760122,1356,99,16071980,12212,99,19297676,12794,99,25028593,17513,99,15462125,4984,99,13953224,12946,99,15989421,7650,99,13233756,9743,99,13104718,4033,99,13257822,14083,99,13088500,4827,99,13170105,4341,99,14287414,7342,99,13738234,996,99,67611516,4819,99,22771767,5156,99,13039237,1645,99,27314046,1488,99,13633920,4017,50450,-1,-1,-1,-1,24115,26,8277,22,92437,1,38692,2,56473,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21466,71,436,52,-1,-1,11969,214,-1,-1,-1,-1,-1,-1,-1,-1,8235,232,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25441,170,-1,-1,386,250,-1,-1,-1,-1,-1,-1,6046,750,1643,350,1119,505,-1,-1,-1,-1,2224,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,2200,-1,-1,3875,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
L7%20F7LTHY%20L7,4001,2277,637274890,21503,99,26422329,7712,99,36919878,20504,99,27576372,5845,99,78300685,2010,99,132019873,5627,99,13080749,10265,99,23598805,9663,99,25266683,8528,99,25015371,8384,99,13164836,808,99,56332070,12732,99,13044705,6949,99,13294452,6637,99,13052054,7975,99,14999575,2500,99,13725793,8931,99,13035893,6911,99,13826574,9559,99,28318357,6078,99,16862464,6263,99,13036804,12720,99,13320584,6823,99,13059984,4018,50440,-1,-1,-1,-1,12719,47,48997,5,6880,17,7837,14,19656,9,17393,2,-1,-1,-1,-1,-1,-1,7850,65,-1,-1,-1,-1,-1,-1,120,207,20756,130,-1,-1,-1,-1,-1,-1,1582,50,16178,126,-1,-1,536,131,-1,-1,-1,-1,-1,-1,-1,-1,6146,379,6927,222,-1,-1,-1,-1,-1,-1,-1,-1,8250,605,8033,132,9939,189,-1,-1,-1,-1,2830,11,-1,-1,907,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,290,56,-1,-1,-1,-1,-1,-1,-1,-1
Albor%20z,4584,2277,583198449,9854,99,40102858,5715,99,41685220,4330,99,71979761,9173,99,61815851,19675,99,19257287,6797,99,13047097,16282,99,15265069,6403,99,26742061,8760,99,25009775,524,99,25801439,31518,99,13038510,14342,99,13038739,2255,99,15461301,5979,99,13072406,1710,99,25568405,1028,99,25000257,4915,99,13789351,13253,99,13112382,6912,99,32987342,3696,99,25197338,4562,99,13040467,2259,99,26146113,8627,99,13039420,4019,50420,-1,-1,-1,-1,15311,40,14773,14,23357,5,13718,7,20273,9,7619,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5938,15,-1,-1,34335,50,-1,-1,-1,-1,-1,-1,-1,-1,98,872,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28824,150,7288,175,-1,-1,-1,-1,-1,-1,-1,-1,7202,750,9080,114,5595,271,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18854,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LeaveBloody,1774,2277,835249900,839,99,124534747,1335,99,73843141,1817,99,115543903,1205,99,142748568,14214,99,27046109,1644,99,15072176,3125,99,39551614,13357,99,25015178,18035,99,15234131,5511,99,13694856,8155,99,25002318,9112,99,13115606,4200,99,13792537,5710,99,13083703,9626,99,14070024,7949,99,13037271,6154,99,13186906,13463,99,13099082,1037,99,67067675,5871,99,17346499,5366,99,13038826,10514,99,13985190,3900,99,13139840,4020,50420,-1,-1,-1,-1,5970,94,6767,26,15276,7,3096,36,5587,24,31302,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6461,143,-1,-1,-1,-1,933,622,-1,-1,-1,-1,-1,-1,-1,-1,8968,218,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25562,170,6623,250,2019,105,-1,-1,-1,-1,-1,-1,184,2118,13285,50,478,620,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10030,140,-1,-1,3014,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
sander1098,4524,2277,588132005,5526,99,54343780,3047,99,53937696,5326,99,64079709,5620,99,79819014,16033,99,25014726,7138,99,13041619,9080,99,25122427,11133,99,25083814,12631,99,19093811,7444,99,13261882,16652,99,14156548,12261,99,13047964,6889,99,13299592,5060,99,13122691,2771,99,25012511,4045,99,13256127,7555,99,13050505,13142,99,13120631,8859,99,29290359,10934,99,13667169,6577,99,13036032,1444,99,27833061,2146,99,13440337,4021,50410,-1,-1,-1,-1,4975,109,3071,47,9843,11,5027,23,5340,24,8825,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2446,25,-1,-1,25396,106,-1,-1,-1,-1,-1,-1,-1,-1,9598,207,-1,-1,-1,-1,-1,-1,3653,58,701,149,-1,-1,15749,250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9864,500,10602,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1548,413,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
AforAnarchy,5182,2277,525831120,9594,99,40652350,5479,99,42428087,13878,99,35285719,14970,99,46969912,21781,99,17130025,7720,99,13036916,11649,99,20292476,10133,99,25180540,2760,99,31546865,6925,99,13337519,10568,99,18394616,2138,99,25014186,3430,99,14138026,3084,99,13550061,553,99,31367967,7310,99,13047225,705,99,32961166,14778,99,13049279,37955,99,13037849,12231,99,13370414,676,99,13573054,3065,99,25300572,3430,99,13166296,4022,50410,-1,-1,-1,-1,2615,178,2826,50,5370,24,409,101,50808,2,30704,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22506,121,-1,-1,-1,-1,-1,-1,-1,-1,9144,215,-1,-1,-1,-1,2577,68,1388,110,1820,90,-1,-1,6976,359,5580,250,-1,-1,-1,-1,-1,-1,-1,-1,16158,271,-1,-1,15135,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22928,50,-1,-1,-1,-1,-1,-1,-1,-1,3950,55,-1,-1,-1,-1,-1,-1
07%20Oggygon,6109,2274,620810308,3179,99,70446622,9775,99,33439434,17232,99,30635319,9841,99,59412191,16150,99,25006038,7715,99,13036932,6865,99,27323826,6002,99,27164744,1699,99,35869302,2639,99,25009207,3583,99,25848612,1522,99,25052362,1620,99,18686323,1157,99,20515262,1457,99,26083693,8312,99,13035593,9166,98,12093792,1339,99,25044345,10078,99,27649939,976,99,27738398,7332,97,10870966,1516,99,27656600,3143,99,13190808,4023,50410,-1,-1,-1,-1,11405,52,13612,15,23224,5,4407,27,42957,3,18626,2,-1,-1,-1,-1,-1,-1,5612,103,-1,-1,-1,-1,-1,-1,-1,-1,10813,230,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42666,64,6534,250,-1,-1,-1,-1,622,104,-1,-1,5274,766,-1,-1,15410,129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2825,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
xMVP%20of%20PvMx,3273,2277,701873829,8316,99,43923906,9972,99,33196006,730,99,182164709,1795,99,125827328,11375,99,33114391,4434,99,13161261,8747,99,25259290,25313,99,14970623,13727,99,17890855,8838,99,13127350,23705,99,13174488,10822,99,13065805,5830,99,13430182,5604,99,13088178,16646,99,13035877,2277,99,13887598,5096,99,13666478,11639,99,13228900,5792,99,35936118,6570,99,16080662,3020,99,13047488,9450,99,14530514,6459,99,13065822,4024,50410,-1,-1,-1,-1,12499,48,12549,16,29922,4,23538,4,10997,15,3696,9,-1,-1,-1,-1,-1,-1,576,500,-1,-1,14166,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,252,84,-1,-1,-1,-1,1754,117,-1,-1,-1,-1,-1,-1,19586,250,-1,-1,-1,-1,-1,-1,1611,144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,284,193,1641,78,5851,222,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8266,78
ak%20twinz2,5454,2277,496285634,7850,99,45287225,4729,99,45113541,5970,99,59992544,9762,99,59716613,22426,99,16611353,4225,99,13183532,15856,99,15542168,9703,99,25258114,33295,99,13036447,5367,99,13750709,22890,99,13213111,16469,99,13035543,7270,99,13265274,8268,99,13035490,15376,99,13044165,6044,99,13087291,8246,99,13041861,12235,99,13179177,9327,99,28623432,7697,99,15017852,6436,99,13036361,10184,99,14139427,6025,99,13074404,4025,50410,-1,-1,-1,-1,6027,93,3839,41,16252,7,4396,27,9618,16,18908,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10455,235,-1,-1,-1,-1,-1,-1,-1,-1,12534,165,-1,-1,-1,-1,2774,64,2990,70,2783,67,-1,-1,3210,500,9351,102,-1,-1,-1,-1,-1,-1,-1,-1,5716,754,7070,151,5253,281,-1,-1,-1,-1,580,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16621,100,-1,-1,-1,-1,-1,-1,-1,-1,1957,168,-1,-1,-1,-1,-1,-1
Alphion,3438,2277,687414695,5318,99,55396208,3572,99,50726324,3162,99,85467821,3522,99,98329302,8074,99,45424993,2486,99,13788510,6306,99,28328585,6682,99,26470210,7674,99,25067824,448,99,25987572,22431,99,13238994,7541,99,13250330,2966,99,14491199,3477,99,13390860,8720,99,14524103,1927,99,14415691,4392,99,14244312,3054,99,19282260,5602,99,36577370,2267,99,25862910,4811,99,13039922,1805,99,27002655,4822,99,13106740,4026,50400,-1,-1,-1,-1,16936,36,24270,9,10526,10,16624,5,17251,10,17005,2,-1,-1,-1,-1,-1,-1,4095,143,-1,-1,26039,58,-1,-1,-1,-1,4094,374,-1,-1,-1,-1,-1,-1,-1,-1,11915,173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2852,500,5147,250,-1,-1,-1,-1,-1,-1,-1,-1,4746,791,888,455,3317,362,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19051,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Mr%20Scarr,2647,2277,755251800,1917,99,87334160,6711,99,38983268,9901,99,43925519,3869,99,94206060,11226,99,33488533,1548,99,15329000,2999,99,40439020,14436,99,25002370,3828,99,28587393,3319,99,25000265,425,99,74738424,3613,99,25000121,5679,99,13454443,7789,99,13037365,2017,99,25218987,8655,99,13034503,7419,99,13053775,1582,99,25013763,6000,99,35378227,2475,99,25745537,6553,99,13036084,414,99,32694606,1710,99,13550377,4027,50400,-1,-1,-1,-1,27837,23,25619,9,57695,2,15366,6,32825,5,30651,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,403,100,-1,-1,-1,-1,-1,-1,-1,-1,1315,64,-1,-1,-1,-1,1808,55,-1,-1,1616,102,2936,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1848,1200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Wild%20Flareon,3066,2277,718952034,29182,99,23240024,19875,99,25667489,25798,99,25033145,2928,99,105430241,1315,99,170196165,7449,99,13038547,14201,99,16836533,8134,99,25631017,2012,99,34419595,9158,99,13108683,1460,99,36496465,7658,99,13232792,11714,99,13048959,6132,99,13067880,1430,99,26135249,8361,99,13035412,960,99,30134263,5491,99,14259337,8673,99,29607211,3309,99,25326292,6950,99,13035160,2409,99,25929732,8297,99,13041843,4028,50400,-1,-1,-1,-1,14554,42,22277,10,74670,1,7735,14,12009,14,13538,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1205,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2488,70,3130,68,2664,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32176,112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,454,600,-1,-1,-1,-1,1932,500
SoloMission,3225,2277,706244066,20754,99,26845485,16407,99,27340897,577,99,199119085,2102,99,118617153,14166,99,27125653,8000,99,13035575,8331,99,25519520,29869,99,13873210,22602,99,13809771,5398,99,13739048,25729,99,13104954,10772,99,13066480,5498,99,13480719,5510,99,13094217,11552,99,13411709,3485,99,13352941,7071,99,13069329,16282,99,13036822,995,99,67625021,11934,99,13431773,6501,99,13036206,9679,99,14387924,4372,99,13120574,4029,50380,-1,-1,-1,-1,5501,100,105482,1,5815,21,2139,42,3411,31,6489,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28834,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32528,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2808,51,2013,369,82,13,2080,15,-1,-1,-1,-1,961,335,-1,-1,-1,-1,-1,-1
IFallBackI,4639,2277,577576262,2494,99,78058608,15844,99,27717802,8196,99,49370026,7980,99,66542546,9150,99,40424960,6772,99,13047599,21958,99,13277293,2889,99,35235662,9020,99,25005886,3034,99,25002461,28693,99,13051904,8778,99,13134427,4254,99,13776490,7087,99,13044495,13775,99,13107134,3691,99,13308543,5847,99,13272653,12027,99,13194679,6909,99,32988847,3704,99,25191846,2666,99,13051633,11620,99,13572272,3038,99,13198496,4030,50370,-1,-1,-1,-1,16241,38,46248,5,30615,4,18752,5,6707,21,13730,3,-1,-1,-1,-1,-1,-1,2640,250,-1,-1,20869,74,-1,-1,-1,-1,6752,293,-1,-1,-1,-1,-1,-1,-1,-1,4768,310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13885,261,1298,750,3529,100,-1,-1,-1,-1,-1,-1,18116,251,660,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Huntingpenta,2241,2277,790273260,15640,99,31124444,9281,99,34205539,19527,99,28373868,1968,99,121776024,10877,99,34490719,3653,99,13286197,277,99,131849933,7695,99,25813368,5448,99,26199030,3337,99,25000153,5763,99,25079122,3428,99,25001061,954,99,25020544,5211,99,13111749,1339,99,26412788,1505,99,15918864,384,99,37475416,6352,99,13961501,2181,99,53515615,4269,99,25054323,6963,99,13035132,557,99,31452143,4519,99,13115727,4031,50370,-1,-1,-1,-1,7386,77,5105,33,6168,20,12295,8,11117,15,30828,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2320,203,-1,-1,-1,-1,28583,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28249,153,3314,500,4786,54,-1,-1,-1,-1,-1,-1,290,1928,6573,162,10357,183,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1568,410,-1,-1,2255,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Iron%20Bart,4929,2277,549299248,51286,99,13093994,23829,99,25001569,25997,99,25020067,9745,99,59762287,2969,99,103122340,7311,99,13039756,15484,99,15810522,8908,99,25410800,8712,99,25010741,5709,99,13634802,22650,99,13226492,10248,99,13076921,7622,99,13234917,4415,99,13196836,15691,99,13041146,3605,99,13327875,4902,99,13797288,10133,99,13363917,3131,99,47308189,2825,99,25547944,5335,99,13038899,3798,99,25073826,3564,99,13158120,4032,50360,-1,-1,-1,-1,7431,76,15852,13,15634,7,22735,4,2495,37,1804,15,-1,-1,-1,-1,-1,-1,1915,250,-1,-1,21788,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2327,100,-1,-1,-1,-1,-1,-1,6419,750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3372,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3086,76,1607,500
